City,Count,latitude,longitude
Circleville,1,39.508328,-95.858599
Plaquemine,1,30.2840655,-91.2370772
Tukwila,1,47.4627356,-122.2559156
Vista,1,33.2000368,-117.2425355
Hayward,1,37.6688205,-122.080796
Falls Church,1,38.882334,-77.1710914
Counce,1,35.0423075,-88.2733741
Rome,1,41.8933203,12.4829321
Lenoir,1,35.2590371,-77.6484879
Apache Junction,1,33.4150485,-111.549577
Antelope,1,42.1864809,-98.0716943
Mashantucket,1,41.46823125,-71.96655979012189
Pikesville,1,39.385227,-76.70804563060791
Dover,1,51.1251275,1.3134228
North Royalton,1,41.3136644,-81.7245739
Torrance,1,33.8358492,-118.3406288
Chatsworth,1,42.9156667,-96.5159408
Chambersburg,1,39.9405903,-77.6598624
Loganville,1,33.8389977,-83.9007382
Palm Springs,1,33.8246269,-116.540303
Okemah,1,35.4325854,-96.3050064
Clendenin,1,38.4887089,-81.3481745
Beaver,1,40.6916624,-80.3709999
Gladewater,1,32.5365333,-94.9427169
Bowling Green,1,36.9903199,-86.4436018
Maurice River,1,39.3558099,-75.0314771
Hensley,1,37.4740011,-81.6998327
Ashtabula,1,41.865054,-80.789809
Show Low,1,34.2542084,-110.029832
San Angelo,1,31.4649685,-100.4405094
Montrose County,1,38.4375391,-108.2403855
Bloomsburg,1,41.0044958,-76.4537302
Ludowici,1,31.7097964,-81.7430846
Casa Grande,1,32.8795266,-111.757311
Watsonville,1,36.9092773,-121.7529071
Lompoc,1,34.6391501,-120.4579009
La Mirada,1,33.9060971,-118.0107092
Holland Township,1,44.20223785,-84.91236585855006
Hattiesburg,1,31.3271189,-89.2903392
Surprise,1,33.629247,-112.3681428
Olathe,1,38.8838856,-94.81887
Friendswood,1,29.5293998,-95.2010447
Avon,1,48.4048867,2.7207225
Iva,1,56.9167446,41.4352137
Leedey,1,35.8698726,-99.3476506
Morris,1,33.0738633,-94.7392197
Claremont,1,34.0966764,-117.7197785
Elberton,1,34.1112226,-82.8670839
Garden City,1,37.9716898,-100.8726618
Groveton,1,31.0549071,-95.1257691
Campobello,1,35.1158728,-82.149935
Jal,1,20.3333331,-103.6666671
Markham,1,43.8563707,-79.3376825
Ventnor,1,50.594976,-1.2029747
Springdale,1,36.1867442,-94.1288142
Hessel,1,46.0041827,-84.425869
Moncks Corner,1,33.1960027,-80.0131374
Macon,1,32.8406946,-83.6324022
Killeen,1,31.1171441,-97.727796
Federal Way,1,47.313494,-122.33931
Wetumka,1,35.2367056,-96.2397302
Lumberton,1,34.6183433,-79.0083993
Irvine,1,33.6856969,-117.8259819
Westlake,1,32.991226,-97.1943701
Livingston Parish,1,30.4158699,-90.7189344
Morehead,1,38.1839705,-83.4326841
Grants Pass,1,42.4393707,-123.3272489
Santa Cruz,1,28.469648,-16.2540884
Holiday,1,28.187755,-82.74160807073932
Benton Harbor,1,42.1167065,-86.4541894
Willoughby,1,41.6397696,-81.4065011
Muckleshoot Indian Reservation,1,,
Westover,1,33.3495548,-86.5358159
Peterson,1,42.9179489,-95.3437212
Edmonton,1,53.5462055,-113.491241
North St. Louis,1,35.84948,-91.574637
Bartlesville,1,36.7421089,-95.9528877
Yorba Linda,1,33.8901096,-117.8249705
Shelton,1,41.3164856,-73.0931641
Bradenton,1,27.4989278,-82.5748194
Strasburg,1,48.584614,7.7507127
Rancho Santa Margarita,1,33.6408845,-117.6029341
Portage,1,41.1496775,-81.2082
Rockford,1,42.2713945,-89.093966
Cabot,1,34.974532,-92.0165336
Green,1,37.2433976,-85.5346302
Gillette,1,44.290635,-105.501876
Ft. Lauderdale,1,26.1223084,-80.1433786
Charleston,1,32.7884363,-79.9399309
Somerset,1,51.161750850000004,-3.0753867062227487
Sedalia,1,38.7098314,-93.2295515
Snohomish,1,48.0074736,-121.7304882
Bossier City,1,32.5369356,-93.6952689
Ideal Beach,1,40.4440337,-74.110099
Edmond,1,35.6571367,-97.4649038
Rockville,1,39.0817985,-77.1516844
Alpine,1,38.5893934,-119.8345013
Lyndhurst,1,40.8120247,-74.1242816
Okmulgee County,1,35.6677078,-95.9690122
Wilderville,1,31.104627,-96.8830402
Palestine,1,31.462420950000002,34.262716572130714
Greece,1,38.9953683,21.9877132
Roslindale,1,42.2912093,-71.1244966
Delano,1,35.7688425,-119.2470536
Los Lunas,1,34.8142093,-106.7613067
Fuqua,1,30.4471514,-94.7363152
Byram,1,41.0042642,-73.6537385
North Port,1,27.044224,-82.2359254
Fridley,1,45.0838291,-93.2590388
Constantia,1,44.1767161,28.6507598
Kearny,1,37.9960049,-101.3523356
Victoria,1,-36.5986096,144.6780052
Cañon City,1,38.4423644,-105.222494
Montclair,1,40.8164458,-74.2210643
Shafter,1,35.489483199999995,-119.22079491109946
Jennings,1,38.9957749,-85.6359201
Panama City,1,30.1600827,-85.6545729
Wilmore,1,37.3346135,-99.20911021731123
Sidney,1,-33.8698439,151.2082848
Bisbee,1,31.4481547,-109.928408
Eldorado Springs,1,39.939326,-105.24955952265292
Rufe,1,34.1237158,-95.1441197
Windsor,1,51.4837886,-0.6040418665032687
Trinidad,1,10.443024300000001,-61.26130538878063
Clermont,1,49.3780921,2.4141907
Beacon,1,41.504879,-73.9696822
Bunch,1,35.6825898,-94.761058
Kings County,1,40.6526006,-73.9497211
Fountain Valley,1,33.7038145,-117.9627349
Elk Grove,1,38.4087993,-121.3716178
Emporia,1,38.4040054,-96.181623
Roosevelt,1,48.3069516,-104.9709901
Chavies,1,37.3478703,-83.3562912
Kennewick,1,46.2087066,-119.119919
Venice,1,45.4371908,12.3345898
South El Monte,1,34.0519548,-118.0467339
Pulaski,1,37.2314232,-89.1183427
Lawrenceville,1,33.9566391,-83.9890066
Watsonsville,1,,
Melbourne,1,-37.8142454,144.9631732
DeSoto,1,27.190253,-81.8244232
Woodland,1,38.6786109,-121.7733285
Stone Mountain,1,33.8062166,-84.1457505
Mascotte,1,28.5783313,-81.8867452
Southington,1,41.6005435,-72.8782941
Moreno Valley,1,33.937517,-117.2305944
Cheyenne,1,41.139981,-104.820246
Opp,1,31.2821209,-86.255839
Needles,1,34.8480597,-114.6141316
Brownsville,1,25.9140277,-97.4890879
Colby,1,39.3959655,-101.0526881
Mt. Auburn,1,42.2549381,-92.0926834
Winnie,1,29.8202205,-94.3840777
White,1,38.0632329,-88.1577725
Oakland Park,1,26.1723065,-80.1319893
Jesup,1,42.4750516,-92.0632129
Monroe,1,38.2722313,-90.1792484
Plymouth,1,50.3712659,-4.1425658
Meadow Vista,1,39.0016485,-121.03567537915235
Studio City,1,34.1483989,-118.3961877
Pinnacle,1,55.5038787,-3.5766107
Decatur,1,39.8454163,-88.9524151
Micanopy,1,29.5045307,-82.27959
Seneca,1,42.7831619,-76.8386051
Manila,1,14.5948914,120.9782618
Logan,1,40.1075089,-89.3768539
Gardnerville Ranchos,1,38.8958109,-119.7419547
Nitro,1,48.31295,18.0894593
Campbelltown,1,-34.8813676,138.6608519
River Forest,1,41.8978091,-87.8139483
Plantation,1,26.1275862,-80.2331036
Olivehurst,1,39.0954484,-121.5521858
McMinnville,1,45.2100367,-123.194463
Beech Grove,1,39.7221906,-86.0894158
Findlay,1,41.0413873,-83.6503982
Tomball,1,30.0971621,-95.6160549
Bexar County,1,29.4263987,-98.5104781
Kokomo,1,40.4864444,-86.1336351
Hutchins,1,32.6493,-96.7130521
South Lake Tahoe,1,38.9332411,-119.9843482
Wood Lake,1,42.6395037,-100.2378388
Coney Island,1,40.57580705,-73.99217527476975
Ronda,1,36.7421339,-5.1665916
Owings Mills,1,39.41484355,-76.79182399596584
Malone,1,44.84881,-74.295044
Josephine County,1,42.3554368,-123.5602707
Boulder Creek,1,37.13785985,-122.12183247290022
Brockton,1,42.0834335,-71.0183787
Meadow Bridge,1,37.8590061,-80.8542568
West Covina,1,34.0686208,-117.9389526
Miami Beach,1,25.7929198,-80.1353006
Morristown,1,40.7970382,-74.4809868
Newport News,1,36.9775016,-76.42977
Pleasanton,1,37.6624312,-121.8746789
Hawaiian Gardens,1,33.8284787,-118.074313
Bath,1,51.3813864,-2.3596963
Atwater,1,45.1363343,-94.7810199
Ashe County,1,36.4393554,-81.5076569
Parowan,1,37.8421975,-112.8279996
Jonesboro,1,35.8272257,-90.6949871
Alton,1,38.8908583,-90.1843091
San Diego County,1,32.9637838,-116.7706277
Green Bay,1,44.5126379,-88.0125794
Stillwater,1,36.1156306,-97.0585717
Bay City,1,43.5944677,-83.8888648
Hummelstown,1,40.2653681,-76.7083033
Apple Valley,1,44.7319094,-93.21772
Emeryville,1,37.8314089,-122.2865266
Lorena,1,48.71557405,6.142460196100687
Calimesa,1,34.0039044,-117.0619774
New City,1,41.1469917,-73.9902998
Orange County,1,33.7500378,-117.8704931
Nocona,1,33.7888548,-97.7267383
Pasco,1,-10.5,-75.25
Whitehaven,1,54.5474199,-3.5885335
New Castle,1,40.9999202,-80.3471856
Dadeville,1,32.831238,-85.7635692
McLemoresville,1,35.987286,-88.5745001
San Manuel,1,15.3770307,-87.89804946049519
Essex,1,51.77046785,0.46466977412300386
Marana,1,48.961264,4.31224359285714
Provo,1,40.2337289,-111.6587085
Gaston County,1,35.2849659,-81.179014
Eaton Rapids Township,1,42.5637763,-84.66051611020313
Tewksbury,1,42.6106479,-71.2342248
Del Rio,1,29.3655405,-100.894698
Allentown,1,40.6022059,-75.4712794
Denham Springs,1,30.4868564,-90.9562125
Powder Springs,1,33.8595492,-84.683824
Clarkesville,1,34.6125971,-83.5248933
Rosenberg,1,29.5571825,-95.8085623
Sunset,1,25.7040213,-80.35225366277555
Morenci,1,41.7195109,-84.2173964
Evangeline Parish,1,30.6976776,-92.4217813
Guthrie,1,41.6721976,-94.4985983
Assaria,1,38.6802826,-97.6044806
Freeport,1,42.2966861,-89.6212271
Huntley,1,42.1722503,-88.42692
Strong,1,33.1103602,-92.3565792
England,1,52.5310214,-1.2649062
Arcola,1,29.4960702,-95.4657756
Jourdanton,1,28.9180294,-98.5464069
Franklin County,1,33.2002659,-95.2231752
Old Bridge,1,40.3913195,-74.3328038
Draper,1,40.5247777,-111.8627989
Bloomington,1,39.1670396,-86.5342881
Mabank,1,32.397251350000005,-96.16790108665323
Wasco,1,45.0430227,-121.2154207
Muskogee,1,35.6630196,-95.3927706
Maricopa,1,33.34883,-112.49123
Gunlock,1,37.2860894,-113.7632989
Weymouth,1,50.6096257,-2.4543424
Chapeno,1,26.53466625,-99.14969576259185
Derry,1,54.9978678,-7.3213056
Sierra Blanca,1,31.1778312,-105.357627
Fort Lauderdale,1,26.1223084,-80.1433786
Levelland,1,33.5871311,-102.377698
Rexburg,1,43.8235163,-111.787022
New Hope,1,45.0347176,-93.3861037
Tahoka,1,33.1647623,-101.797109
Millbrook,1,44.1511443,-78.4475977
Terre Haute,1,39.4667025,-87.4139119
Salemburg,1,35.0154469,-78.5030622
Gulfport,1,30.3674198,-89.0928155
Islip,1,40.7300685,-73.2107266
Santa Clara,1,37.2333253,-121.6846349
Fond du Lac,1,43.7533414,-88.4493796
Johnsonville,1,38.521492699999996,-88.53797753905751
South Los Angeles,1,33.9282906,-118.2788135
Gardner,1,42.5763523,-71.9952737
Encinitas,1,33.0369867,-117.2919818
Oxnard,1,34.1976308,-119.1803818
Fort Ashby,1,39.503279,-78.7680749
Jasper,1,30.7485258,-94.000884
Boulder City,1,35.9787638,-114.8337739
Carollwood,1,28.0542573,-82.5017518003036
Fort Meade,1,27.7522526,-81.8017491
Hawthorne,1,33.9188589,-118.3483256
Rock Island,1,41.4411786,-90.5766144
Pineville,1,36.7620301,-83.6949176
Orange,1,33.7500378,-117.8704931
Edgewood,1,42.6444914,-91.4011118
Tehachapi,1,35.1321878,-118.4489739
Jefferson County,1,29.834772,-94.1704496
Pottawatomie County,1,39.3928203,-96.3414279
Kellyville,1,-33.7158272,150.954993
Navarre,1,42.61254875,-1.830787673361753
Monon,1,40.8678171,-86.8789044
Straban Township,1,39.8510834,-77.18839392368676
Boiling Springs,1,35.254292,-81.6670407
Sand Springs,1,36.1394339,-96.1100025
Harmony,1,43.555189,-92.010176
Clarendon,1,34.9359346,-100.8905829
Coal County,1,34.5661009,-96.2944665
Dinosaur,1,71.6683333,-25.285
Sylvester,1,31.5261739,-83.8365961
Pelzer,1,34.6423372,-82.4559598
Roxand Township,1,42.7267907,-84.89655146219351
St Louis,1,38.6280278,-90.1910154
Tarboro,1,35.8968236,-77.5358049
La Paz County,1,33.7923828,-114.0184443
Barton,1,37.5040024,-94.3620755
Joilet,1,41.799715,-86.272592
Burbank,1,34.1812089,-118.307201
Putnam Hall,1,29.7366333,-81.9592635
Claymont,1,39.8006685,-75.4596404
Brevard,1,28.2100203,-80.7997185
Port Wentworth,1,32.149092,-81.1631681
Red Valley,1,40.1617788,-74.4704294
Bay Minette,1,30.8759255,-87.77662115703666
Hoover,1,33.4060825,-86.78985769796296
Walnut Creek,1,37.9020731,-122.0618702
Napa,1,38.2971367,-122.2855293
Follansbee,1,40.3275693,-80.5959065
Kenosha,1,42.5846773,-87.8212263
Ruth,1,38.3103744,-81.7281805
Onalaska,1,30.805746,-95.1163261
Dublin,1,53.3498006,-6.2602964
Sumas,1,49.0000244,-122.2649118
Lawrence County,1,41.001415,-80.350071
Middleton,1,44.942431,-65.0680746
Powhatan County,1,37.5531622,-77.9112655
Rantoul,1,40.3083672,-88.1558785
Arvonia,1,37.683478,-78.3413918
Winnsboro,1,32.9573449,-95.2902224
Big Springs,1,36.6016535,-112.3499036
Mount Washington,1,44.2704946,-71.3033045
Neenah,1,44.1858193,-88.462609
Richmond Heights,1,41.552829,-81.510121
Laramie,1,41.311367,-105.591101
Yonkers,1,40.9312099,-73.8987469
Leitchfield,1,37.4801693,-86.2936604
Pryor,1,36.3084275,-95.3169136
Marina,1,43.5139149,16.1092196
Lynwood,1,33.924831,-118.2024154
Healdton,1,34.2331475,-97.4878023
East Stroudsburg,1,40.9995386,-75.1812913
Denton,1,33.1838787,-97.1413417
Thurston County,1,46.9319983,-122.8855155
Mountain View,1,37.3893889,-122.0832101
Middle River,1,48.4343071,-96.1640721
Humboldt,1,40.5997415,-123.8997734
Gilroy,1,37.0065078,-121.5631723
Mount Hope,1,37.8686224,-97.665047
Camarillo,1,34.2176371,-119.0383541
Northwood,1,43.4441245,-93.2210371
Taos,1,36.4072377,-105.573284
Palmdale,1,34.5793131,-118.1171108
Douglasville,1,33.7514966,-84.7477136
Breaux Bridge,1,30.2735323,-91.8992837
Canaan Township,1,41.5664183,-75.39752704847083
Smartsville,1,39.2073932,-121.2985701
Deming,1,32.2627416,-107.7581979
Norwalk,1,41.1175966,-73.4078968
Bangor,1,44.8036159,-68.7702127
Whitfield County,1,34.7969288,-84.9745026
Lakeshire,1,38.538664,-90.3351164
Goose Creek,1,32.9961038,-80.0387292
Wadesboro,1,34.9681767,-80.07674
North Laredo,1,14.75465,121.0061999
Braxton County,1,38.699643,-80.7012614
Brighton,1,50.8214626,-0.1400561
Dillon,1,34.4014089,-79.3864339
Gibson County,1,38.3079744,-87.5775949
Eden,1,36.4884715,-79.7667026
Spring Lake,1,53.5193105,-114.1385071
Germantown,1,38.5538072,-89.5382505
Leon County,1,31.2715127,-95.9953382
Cayce,1,33.9657091,-81.0739827
Wink,1,31.7534049,-103.15583
Little Egg Harbor,1,39.57998605,-74.27891468547114
Opa-Locka,1,25.9023168,-80.2503271
Berrien County,1,31.2561376,-83.2443709
Manatee,1,27.5213933,-82.3801566
Paulding County,1,33.8908526,-84.8569161
Colbert,1,34.6473396,-87.7921769
Columbia Heights,1,45.0460458,-93.2517802
Ozark,1,36.6467816,-92.4575198
Lampe,1,11.7614835,-12.0118889
Seagoville,1,32.6447916,-96.5418608
Celina,1,40.5489358,-84.5702338
Maysville,1,38.6411854,-83.744365
Ludlow,1,52.3679896,-2.7193114
Pride,1,32.9373171,-102.0776686
Pacific Beach,1,32.7978268,-117.2403183
Porterville,1,36.06523,-119.0167679
North Hills,1,40.7809343,-73.6765187
Rainbow City,1,33.9549152,-86.0414098
Union City,1,37.5963232,-122.0816297
Statesville,1,35.7826363,-80.8872959
Port Barre,1,30.5601953,-91.9540055
Meridianville,1,34.870275750000005,-86.57136111331121
Burns,1,38.0902957,-96.8864144
Mountain Pine,1,34.5720347,-93.1732401
Latta,1,-3.6522217,128.2288277
Cobb County,1,33.9373948,-84.5732006
Clackamas County,1,45.1608821,-122.2305038
Wilkinsburg,1,40.4418068,-79.8819609
Immokalee,1,26.42016,-81.42224084651733
Saginaw,1,43.4200387,-83.9490365
Rancho Cordova,1,38.567526,-121.2232054454369
Schulter,1,47.0491491,13.4859406
Rosebud,1,46.3894251,-106.6296053
Perry Township,1,42.820829599999996,-84.18455051854201
Milton,1,30.6324149,-87.0396881
Union Grove,1,32.579757,-94.91572509463055
Abingdon,1,51.6714842,-1.2779715
Barrow,1,33.9848611,-83.6996482
Roseville,1,38.7521235,-121.2880059
Henderson County,1,32.182598,-95.7893178
Maiden,1,35.5766048,-81.2139216
Urbandale,1,41.6274511,-93.7380243
Beckville,1,32.2429366,-94.4554782
Belle Glade,1,26.6845104,-80.6675577
Petroleum,1,47.0606518,-108.2769626
Hollywood Hills,1,34.1216903,-118.3465777
Johnson City,1,36.3134398,-82.3534728
Palo Alto,1,37.4443293,-122.1598465
Homedale,1,43.6176584,-116.9337599
Lucedale,1,30.9251869,-88.5900235
Suffolk,1,52.241001350000005,1.0466830312565236
Santa Nella,1,38.497135,-122.9666644
Rosemead,1,34.0676169,-118.0879763
Rawlins,1,39.7904797,-101.0994722
Livingston,1,40.8682487,-88.5631125
Maryneal,1,32.2354051,-100.4503798
Sioux Falls,1,43.5488256,-96.7307737
Ragley,1,30.512699,-93.2323813
Olympia,1,47.0451022,-122.8950075
Ceres,1,45.3133772,7.3896883
Southfield,1,42.4733689,-83.2218731
Upper Darby,1,39.9284459,-75.2737955
Carrizozo,1,33.6451866,-105.8775111
Daviess County,1,39.9587505,-93.9962662
Acworth,1,34.0659329,-84.6768796
Rising Sun,1,38.9495047,-84.853838
San Fernando,1,36.4643934,-6.198203
Penn Township,1,41.940757649999995,-85.9333159413319
Spenard,1,61.1886111,-149.9063889
Sevierville,1,35.8681455,-83.561835
Cle Elum,1,47.1952417,-120.940063
Santa Clarita,1,34.3916641,-118.542586
Elkins,1,38.925927,-79.8466552
Hominy,1,36.4142357,-96.3952963
Merced,1,37.1641544,-120.7678602
Greenfield,1,42.5876342,-72.6002068
Harrisonburg,1,38.4493315,-78.8688833
Cushing,1,42.46576,-95.6751047
Loveland,1,40.385549,-105.04436132094955
Bluefield,1,37.2698395,-81.2223195
Twinsburg,1,41.3125552,-81.4401129
Prescott,1,34.539984,-112.468812
Mitchell,1,32.2898049,-100.9213003
French Lick,1,38.5502547,-86.6199659
Weitchpec,1,41.1881821,-123.7083942
Springtown,1,32.9659566,-97.6836384
Merrimack,1,43.3260376,-71.6854725
Little Havana,1,25.7681503,-80.2334686
Ashwaubenon,1,44.4752606,-88.060735
Potsdam,1,52.4009309,13.0591397
Lodi,1,45.2613104,9.491678060021837
Downey,1,33.9404441,-118.1292846
Broomfield,1,39.9403995,-105.05208
Sylacauga,1,33.1731716,-86.2516406
West Knox,1,39.7356775,-105.0328593
Wellman,1,41.4650649,-91.8378537
McAlester,1,34.9334981,-95.7697934
Clute,1,29.0246906,-95.3988291
Chalmette,1,29.9427892,-89.9629372
Panorama City,1,34.2242902,-118.4453745
Lead,1,44.352207,-103.765198
Brodhead,1,37.4042496,-84.4138259
Dickson,1,36.1459327,-87.3480592
Slidell,1,30.2751945,-89.7811745
Mount Vernon,1,38.3172715,-88.9031201
Hendersonville,1,35.3252363,-82.4621142896057
Thonotosassa,1,28.0569975,-82.280569614401
District Heights,1,38.8622077,-76.8815207
Maui,1,20.802956799999997,-156.31068331602177
Elsmere,1,39.0125608,-84.6046663
Superior,1,46.7207737,-92.1040796
Brookshire,1,29.7860643,-95.9510661
Summerville,1,33.0186699,-80.1762704
Ardmore,1,34.1742611,-97.1436254
Pittston,1,41.3259134,-75.7893604
Sandpoint,1,48.2765903,-116.553247
Waco,1,31.549333,-97.1466695
Toledo,1,39.8560679,-4.0239568
Staten Island,1,40.5834557,-74.1496048
Boerne,1,29.7946641,-98.7319703
Bolton,1,53.5782863,-2.4300367
West Chester,1,39.9597213,-75.6059638
Inyokern,1,35.652055000000004,-117.81766295868346
Bloomfield Township,1,42.5746013,-83.2802311
Hunters,1,32.6546155,-81.5503856
Canton,1,32.555664,-95.8640507
Tuscaloosa,1,33.2095614,-87.5675258
Grapeview,1,47.3317616,-122.8351404
North East,1,-21.0244816,27.5147504
Cohasset,1,47.263556,-93.620215
King George,1,38.2786312,-77.175356
Arab,1,34.3181497,-86.4958219
Brick Township,1,40.0707244,-74.1280562
Archdale,1,35.914581,-79.9719831
Washington County,1,30.2226352,-96.3936114
Barberville,1,29.1872023,-81.420901
Marksville,1,31.1279652,-92.0662356
Auburndale,1,28.0653422,-81.7888642
Kirkland,1,47.6765382,-122.2070775
Valinda,1,34.0384785,-117.93355898556877
Barrow County,1,33.9848611,-83.6996482
Palm Beach Gardens,1,26.8233946,-80.1386547
Truth or Consequences,1,33.1283485,-107.2529059
Mandeville,1,49.2206407,1.0116837
Calexico,1,32.6656752,-115.4962437
West Goshen,1,39.967885,-75.5770496072027
Pine Top,1,35.816744,-84.2863096
New Paltz,1,41.7464972,-74.0844894
Highgrove,1,34.012937550000004,-117.32374325809897
Cathedral City,1,33.7810031,-116.464076
Zanesville,1,39.9403453,-82.0131924
Paddock Lake,1,42.5775187,-88.1050853
Kenai Peninsula,1,60.0968272,-151.788033
Talking Rock,1,34.5248245,-84.49149402593659
Frederick,1,39.2127031,-78.279166
Savannah,1,32.0790074,-81.0921335
Point Loma,1,32.7265255,-117.2444542
Smithville,1,30.0056275,-97.1559077
Hohenwald,1,35.5478514,-87.5519629
Burkesville,1,36.7903399,-85.3705186
Mesquite,1,32.7666103,-96.599472
Norwood,1,40.7055931,-89.6987129
Opelika,1,32.6454116,-85.3782795
Eureka,1,40.7906871,-124.1673746
Council,1,44.728532,-116.43648182094685
Parma,1,44.8013678,10.3280833
Monroeville,1,40.4211798,-79.7881025
Brookhaven,1,31.5790667,-90.4407122
Sierra Vista,1,31.5545973,-110.2997756
Niceville,1,30.5168639,-86.482172
Happy Valley,1,49.1344098,-105.013041
McKinney,1,33.1976496,-96.6154471
Reisterstown,1,39.4586723,-76.81853758947369
Grayson County,1,33.5636114,-96.6702111
Fountain,1,40.125252,-87.2497418
Wilhoit,1,34.4045775,-112.60822208803657
Lovington,1,32.9440685,-103.3487454
Ponder,1,33.1828974,-97.2872403
San Ysidro,1,32.5520013,-117.0430813
Mora,1,39.683248,-3.7729231
Beckley,1,37.7781702,-81.1881557
Rialto,1,34.1064001,-117.3703235
Lawton,1,34.6086854,-98.3903305
Muscle Shoals,1,34.7436791,-87.6532615
Woodbridge,1,52.0941323,1.3199383
Midwest City,1,35.4495097,-97.3967025
Monterey,1,36.2231079,-121.387742
West Palm Beach,1,26.715364,-80.0532942
Aguanga,1,33.4428094,-116.8650235
Old Saybrook,1,41.2917652,-72.3761956
Pinion Hills,1,39.1501882,-119.7007335
Cato Township,1,43.44186295,-85.26369287952022
Lisle,1,45.2787444,0.5481384
Lakes Charles,1,38.739965049999995,-90.68446316973979
West Odessa,1,31.82832275,-102.48718903256065
Shelby,1,31.7716364,-94.1301652
